Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Detection probability,Nucleus: Area µm^2,Nucleus: Length µm,Nucleus: Circularity,Nucleus: Solidity,Nucleus: Max diameter µm,Nucleus: Min diameter µm,Cell: Area µm^2,Cell: Length µm,Cell: Circularity,Cell: Solidity,Cell: Max diameter µm,Cell: Min diameter µm,Nucleus/Cell area ratio,Hematoxylin: Nucleus: Mean,Hematoxylin: Nucleus: Median,Hematoxylin: Nucleus: Min,Hematoxylin: Nucleus: Max,Hematoxylin: Nucleus: Std.Dev.,Hematoxylin: Cytoplasm: Mean,Hematoxylin: Cytoplasm: Median,Hematoxylin: Cytoplasm: Min,Hematoxylin: Cytoplasm: Max,Hematoxylin: Cytoplasm: Std.Dev.,Hematoxylin: Membrane: Mean,Hematoxylin: Membrane: Median,Hematoxylin: Membrane: Min,Hematoxylin: Membrane: Max,Hematoxylin: Membrane: Std.Dev.,Hematoxylin: Cell: Mean,Hematoxylin: Cell: Median,Hematoxylin: Cell: Min,Hematoxylin: Cell: Max,Hematoxylin: Cell: Std.Dev.,Eosin: Nucleus: Mean,Eosin: Nucleus: Median,Eosin: Nucleus: Min,Eosin: Nucleus: Max,Eosin: Nucleus: Std.Dev.,Eosin: Cytoplasm: Mean,Eosin: Cytoplasm: Median,Eosin: Cytoplasm: Min,Eosin: Cytoplasm: Max,Eosin: Cytoplasm: Std.Dev.,Eosin: Membrane: Mean,Eosin: Membrane: Median,Eosin: Membrane: Min,Eosin: Membrane: Max,Eosin: Membrane: Std.Dev.,Eosin: Cell: Mean,Eosin: Cell: Median,Eosin: Cell: Min,Eosin: Cell: Max,Eosin: Cell: Std.Dev.
Simon_Kalteis_V19-18;#298;Ebene C - 2021-01-29 19.08.26.ndpi,PathCellObject,,PathAnnotationObject,Polygon,22574.9,6591.1,0.9078,24.2882,17.7651,0.9671,1,6.117,5.0642,190.2598,49.0801,0.9925,1,16.1111,15.0213,0.1277,0.613,0.6473,0.0929,0.8992,0.1615,0.0693,0.0274,-0.0715,0.4684,0.0924,0.0409,0.003,-0.0266,0.4572,0.0901,0.1386,0.0529,-0.0715,0.8992,0.209,0.2558,0.2918,-0.0328,0.4295,0.1043,0.099,0.0873,-0.1924,0.4043,0.0908,0.0315,0.0064,-0.1924,0.2402,0.0625,0.119,0.1081,-0.1924,0.4295,0.1064
Simon_Kalteis_V19-18;#298;Ebene C - 2021-01-29 19.08.26.ndpi,PathCellObject,,PathAnnotationObject,Polygon,22750.2,6465.6,0.8938,12.1639,12.5451,0.9713,1,4.1574,3.8617,152.4037,43.8852,0.9944,1,14.1538,13.8395,0.0798,0.5845,0.5788,0.0327,0.9421,0.1826,0.1097,0.0409,-0.1263,0.998,0.1614,0.1112,0.0414,-0.0406,0.9174,0.1805,0.1481,0.0616,-0.1263,0.998,0.2083,0.2646,0.2829,-0.0423,0.4944,0.1337,0.1059,0.0894,-0.1178,0.4532,0.1059,0.0761,0.0467,-0.008,0.4013,0.09,0.1188,0.1025,-0.1178,0.4944,0.1167
Simon_Kalteis_V19-18;#298;Ebene C - 2021-01-29 19.08.26.ndpi,PathCellObject,,PathAnnotationObject,Polygon,22162.5,6544.4,0.8896,13.4353,13.2321,0.9643,1,4.5955,3.7809,157.0155,44.5661,0.9934,1,14.5895,13.7496,0.0856,0.3924,0.4045,0.1961,0.5553,0.08,0.1794,0.1459,-0.0419,0.7406,0.1602,0.1372,0.0195,-0.0182,0.6288,0.1845,0.1977,0.1656,-0.0419,0.7406,0.1661,0.2301,0.2372,0.1035,0.3174,0.0345,0.1315,0.1322,-0.0324,0.4171,0.0796,0.0936,0.0584,-0.0026,0.4171,0.0995,0.14,0.1417,-0.0324,0.4171,0.0816
Simon_Kalteis_V19-18;#298;Ebene C - 2021-01-29 19.08.26.ndpi,PathCellObject,,PathAnnotationObject,Polygon,22255.9,6479,0.886,139.161,42.1777,0.983,1,14.2226,12.5648,427.1614,73.4883,0.994,1,24.1923,22.5282,0.3258,0.2262,0.2084,-0.0059,0.8153,0.1078,0.0651,0.0194,-0.042,0.6527,0.0934,0.0413,0.0018,-0.0312,0.5981,0.0931,0.1177,0.0867,-0.042,0.8153,0.124,0.1822,0.1801,0.0063,0.3352,0.0425,0.077,0.0667,-0.0672,0.3327,0.0749,0.0552,0.015,-0.0102,0.2208,0.0652,0.1114,0.1272,-0.0672,0.3352,0.0824
Simon_Kalteis_V19-18;#298;Ebene C - 2021-01-29 19.08.26.ndpi,PathCellObject,,PathAnnotationObject,Polygon,22353,6552.8,0.8839,11.7743,12.4837,0.9494,1,4.4207,3.4689,151.4975,43.804,0.9922,1,14.4161,13.3921,0.0777,0.5703,0.6303,-0.0333,0.9806,0.2539,0.1063,0.0578,-0.0461,0.8308,0.1508,0.0712,0.0643,-0.0199,0.2277,0.0594,0.1429,0.0657,-0.0461,0.9806,0.204,0.2428,0.2323,0.0837,0.3701,0.0651,0.1639,0.1766,-0.0081,0.382,0.0779,0.1472,0.1495,-0.0081,0.3362,0.0793,0.1701,0.1809,-0.0081,0.382,0.0798
Simon_Kalteis_V19-18;#298;Ebene C - 2021-01-29 19.08.26.ndpi,PathCellObject,,PathAnnotationObject,Polygon,22817.1,6471.1,0.8822,24.8094,17.8646,0.9769,1,6.0593,5.1894,191.0961,49.1671,0.9934,1,16.0576,15.1458,0.1298,0.4897,0.4874,0.0875,0.8256,0.1361,0.0858,0.06,-0.1539,0.6143,0.1102,0.1199,0.087,-0.1334,0.5802,0.1407,0.1382,0.0844,-0.1539,0.8256,0.1772,0.2697,0.2824,-0.0585,0.4604,0.0857,0.1149,0.1098,-0.1079,0.5293,0.0951,0.1141,0.0984,-0.086,0.4566,0.102,0.135,0.1252,-0.1079,0.5293,0.1074
Simon_Kalteis_V19-18;#298;Ebene C - 2021-01-29 19.08.26.ndpi,PathCellObject,,PathAnnotationObject,Polygon,23192.6,6242.8,0.8792,12.622,12.9355,0.9479,1,4.5083,3.6271,154.6199,44.2631,0.9917,1,14.5083,13.58,0.0816,0.5275,0.528,-0.0134,0.9984,0.2151,0.0665,0.0331,-0.0785,0.6423,0.0912,0.0917,0.0248,-0.0543,0.6423,0.1542,0.1042,0.045,-0.0785,0.9984,0.1655,0.2266,0.2772,-0.1076,0.5011,0.1404,0.0568,0.0417,-0.1533,0.3102,0.0655,0.0423,0.028,-0.1533,0.256,0.0685,0.0708,0.0493,-0.1533,0.5011,0.0878
Simon_Kalteis_V19-18;#298;Ebene C - 2021-01-29 19.08.26.ndpi,PathCellObject,,PathAnnotationObject,Polygon,22858.8,6410,0.8776,13.9158,13.7112,0.9302,1,5.0618,3.6329,159.6613,45.0238,0.9898,1,15.0321,13.6056,0.0872,0.6981,0.7682,0.1558,1.1896,0.218,0.0841,0.0581,-0.1352,0.5561,0.108,0.106,0.0952,-0.0767,0.4003,0.1048,0.1378,0.0731,-0.1352,1.1896,0.2118,0.218,0.2651,-0.1793,0.5303,0.1792,0.1306,0.1306,-0.2138,0.5852,0.1024,0.0902,0.0713,-0.0842,0.3359,0.0935,0.1382,0.1344,-0.2138,0.5852,0.1139
Simon_Kalteis_V19-18;#298;Ebene C - 2021-01-29 19.08.26.ndpi,PathCellObject,,PathAnnotationObject,Polygon,22983.7,6251.3,0.8754,16.1259,14.5411,0.9584,1,4.9853,4.3268,166.0562,45.8601,0.9922,1,14.9821,14.2552,0.0971,0.6557,0.6552,-0.0342,1.2648,0.3053,0.0961,0,-0.138,1.2136,0.211,0.0961,0,-0.0407,1.2002,0.2452,0.151,0.0011,-0.138,1.2648,0.2775,0.2453,0.2601,-0.1343,0.5708,0.163,0.054,0.0012,-0.1697,0.5269,0.0995,0.0285,0,-0.1566,0.4202,0.0972,0.0728,0.0028,-0.1697,0.5708,0.1216
Simon_Kalteis_V19-18;#298;Ebene C - 2021-01-29 19.08.26.ndpi,PathCellObject,,PathAnnotationObject,Polygon,22781.7,6481.7,0.8749,30.3656,20.637,0.896,1,8.0091,4.8682,210.4747,51.9353,0.9806,1,17.9632,14.8415,0.1443,0.3542,0.3221,0.0567,0.9162,0.1745,0.0657,0.0011,-0.1642,0.8623,0.1277,0.0662,0.0027,-0.1453,0.8623,0.1338,0.1071,0.0082,-0.1642,0.9162,0.169,0.1644,0.1798,-0.4464,0.473,0.1266,0.0563,0.0075,-0.2674,0.511,0.0935,0.0568,0.0049,-0.2674,0.447,0.0983,0.0718,0.0178,-0.4464,0.511,0.1059
