Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Detection probability,Nucleus: Area µm^2,Nucleus: Length µm,Nucleus: Circularity,Nucleus: Solidity,Nucleus: Max diameter µm,Nucleus: Min diameter µm,Cell: Area µm^2,Cell: Length µm,Cell: Circularity,Cell: Solidity,Cell: Max diameter µm,Cell: Min diameter µm,Nucleus/Cell area ratio,Hematoxylin: Nucleus: Mean,Hematoxylin: Nucleus: Median,Hematoxylin: Nucleus: Min,Hematoxylin: Nucleus: Max,Hematoxylin: Nucleus: Std.Dev.,Hematoxylin: Cytoplasm: Mean,Hematoxylin: Cytoplasm: Median,Hematoxylin: Cytoplasm: Min,Hematoxylin: Cytoplasm: Max,Hematoxylin: Cytoplasm: Std.Dev.,Hematoxylin: Membrane: Mean,Hematoxylin: Membrane: Median,Hematoxylin: Membrane: Min,Hematoxylin: Membrane: Max,Hematoxylin: Membrane: Std.Dev.,Hematoxylin: Cell: Mean,Hematoxylin: Cell: Median,Hematoxylin: Cell: Min,Hematoxylin: Cell: Max,Hematoxylin: Cell: Std.Dev.,Eosin: Nucleus: Mean,Eosin: Nucleus: Median,Eosin: Nucleus: Min,Eosin: Nucleus: Max,Eosin: Nucleus: Std.Dev.,Eosin: Cytoplasm: Mean,Eosin: Cytoplasm: Median,Eosin: Cytoplasm: Min,Eosin: Cytoplasm: Max,Eosin: Cytoplasm: Std.Dev.,Eosin: Membrane: Mean,Eosin: Membrane: Median,Eosin: Membrane: Min,Eosin: Membrane: Max,Eosin: Membrane: Std.Dev.,Eosin: Cell: Mean,Eosin: Cell: Median,Eosin: Cell: Min,Eosin: Cell: Max,Eosin: Cell: Std.Dev.
Simon_Kalteis_V19-18;#285;Ebene D - 2021-01-29 13.11.15.ndpi,PathCellObject,,PathAnnotationObject,Polygon,2028.7,2063.4,0.8806,20.421,16.3359,0.9616,1,5.6748,4.6267,179.2768,47.6459,0.9924,1,15.6714,14.5742,0.1139,0.3628,0.3777,0.0651,0.6303,0.1094,0.0635,0.0475,-0.0299,0.4016,0.0645,0.0704,0.0469,-0.0117,0.2804,0.072,0.0973,0.0563,-0.0299,0.6303,0.1183,0.1592,0.1745,-0.0108,0.283,0.0598,0.0829,0.0817,-0.0135,0.2201,0.0397,0.0803,0.0764,0.0043,0.1721,0.0382,0.0915,0.0862,-0.0135,0.283,0.0488
Simon_Kalteis_V19-18;#285;Ebene D - 2021-01-29 13.11.15.ndpi,PathCellObject,,PathAnnotationObject,Polygon,1994.7,2058.6,0.8691,55.6873,27.259,0.9418,1,10.0507,7.02,268.9364,58.5678,0.9852,1,20.0415,17.0102,0.2071,0.1838,0.1648,0.0054,0.5806,0.0891,0.0362,0.0262,-0.0233,0.2566,0.0362,0.0345,0.0243,-0.0103,0.1733,0.0346,0.0667,0.0392,-0.0233,0.5806,0.0791,0.1024,0.0986,0.0296,0.2149,0.0302,0.0567,0.0563,0,0.1933,0.0266,0.055,0.0553,0,0.1164,0.025,0.0662,0.0633,0,0.2149,0.033
Simon_Kalteis_V19-18;#285;Ebene D - 2021-01-29 13.11.15.ndpi,PathCellObject,,PathAnnotationObject,Polygon,1971.8,2123.1,0.862,24.6212,18.373,0.9166,1,6.9297,4.5511,193.6103,49.6897,0.9854,1,16.9197,14.5132,0.1272,0.2986,0.3044,-0.013,0.4802,0.076,0.0441,0.0161,-0.0149,0.3693,0.0602,0.0437,0.0202,-0.0085,0.2067,0.0541,0.0764,0.0288,-0.0149,0.4802,0.1053,0.1561,0.1533,0.0733,0.2621,0.0321,0.0408,0.0278,-0.0083,0.2849,0.0453,0.0467,0.0399,0,0.1693,0.0408,0.0555,0.0383,-0.0083,0.2849,0.0583
Simon_Kalteis_V19-18;#285;Ebene D - 2021-01-29 13.11.15.ndpi,PathCellObject,,PathAnnotationObject,Polygon,2078.8,2112.1,0.8563,8.8768,10.8334,0.9505,1,3.7085,3.1851,140.2707,42.1449,0.9924,1,13.6935,13.1062,0.0633,0.4059,0.4162,0.1461,0.6489,0.1431,0.0497,0.0299,-0.0321,0.2822,0.0564,0.036,0.0108,-0.0124,0.2121,0.0456,0.072,0.0361,-0.0321,0.6489,0.1081,0.2207,0.2123,0.1541,0.3022,0.0319,0.0843,0.0817,-0.0158,0.2764,0.0652,0.0462,0.0405,-0.0042,0.1414,0.0424,0.0928,0.0885,-0.0158,0.3022,0.0717
Simon_Kalteis_V19-18;#285;Ebene D - 2021-01-29 13.11.15.ndpi,PathCellObject,,PathAnnotationObject,Polygon,1966.8,2056.3,0.856,30.6838,19.9533,0.9685,1,6.8891,5.7372,207.5346,51.2677,0.9922,1,16.8876,15.7339,0.1478,0.2164,0.2166,0.0499,0.5192,0.0783,0.0344,0.0216,-0.0266,0.3089,0.0383,0.0246,0.0137,-0.0193,0.1141,0.0299,0.0613,0.0319,-0.0266,0.5192,0.0795,0.1233,0.1249,0.0309,0.2038,0.0258,0.05,0.0506,-0,0.1527,0.0313,0.0386,0.0382,0,0.1225,0.0263,0.0608,0.0586,-0,0.2038,0.0401
Simon_Kalteis_V19-18;#285;Ebene D - 2021-01-29 13.11.15.ndpi,PathCellObject,,PathAnnotationObject,Polygon,1919.8,2067.5,0.8556,30.8364,21.6819,0.8243,0.9961,8.9589,4.6331,216.332,52.9681,0.969,0.9997,18.9476,14.6205,0.1425,0.2443,0.2205,0.0224,0.5531,0.1094,0.0482,0.0283,-0.0248,0.4514,0.0581,0.0476,0.0319,-0.0076,0.3356,0.0553,0.0764,0.0404,-0.0248,0.5531,0.0966,0.1083,0.0996,0.0001,0.2793,0.0499,0.0471,0.0419,-0.0442,0.2034,0.0372,0.049,0.0412,0,0.1629,0.0373,0.0559,0.0486,-0.0442,0.2793,0.0448
Simon_Kalteis_V19-18;#285;Ebene D - 2021-01-29 13.11.15.ndpi,PathCellObject,,PathAnnotationObject,Polygon,1935.4,2060.1,0.8516,48.5624,25.3026,0.9532,1,8.9702,7.0934,252.1245,56.6216,0.9882,1,18.9576,17.093,0.1926,0.2336,0.2155,0.0682,0.6237,0.1009,0.0473,0.0334,-0.0183,0.4973,0.0542,0.0391,0.0249,-0.0097,0.2402,0.0456,0.0833,0.0472,-0.0183,0.6237,0.0987,0.118,0.1151,0.0473,0.2195,0.0289,0.0531,0.052,-0.0102,0.2215,0.0337,0.0501,0.0475,-0.0056,0.1722,0.0381,0.0656,0.0621,-0.0102,0.2215,0.0417
Simon_Kalteis_V19-18;#285;Ebene D - 2021-01-29 13.11.15.ndpi,PathCellObject,,PathAnnotationObject,Polygon,2038.4,2149.2,0.8492,10.053,11.5775,0.9425,1,4.2002,3.1478,145.3143,42.904,0.992,1,14.1934,13.0884,0.0692,0.2416,0.2225,0.0875,0.4691,0.0788,0.0774,0.049,-0.0198,0.7187,0.1003,0.0405,0.0163,-0.0197,0.3066,0.0572,0.0887,0.0555,-0.0198,0.7187,0.1074,0.133,0.13,0.0653,0.207,0.0249,0.0855,0.0819,0,0.3411,0.0568,0.0665,0.0564,0,0.1881,0.0517,0.0888,0.0855,0,0.3411,0.0565
Simon_Kalteis_V19-18;#285;Ebene D - 2021-01-29 13.11.15.ndpi,PathCellObject,,PathAnnotationObject,Polygon,1931.2,2086.6,0.8492,57.8307,28.4654,0.8969,1,11.0035,6.6706,277.0986,59.7808,0.9744,1,20.9799,16.6457,0.2087,0.218,0.1945,-0.0009,0.6695,0.1159,0.0497,0.0347,-0.0165,0.4503,0.0562,0.0469,0.0307,-0.0132,0.3121,0.0574,0.0849,0.05,-0.0165,0.6695,0.0999,0.1051,0.1017,0.019,0.2705,0.0362,0.0518,0.049,-0.005,0.1982,0.0304,0.0537,0.0502,0,0.1668,0.0305,0.0629,0.0582,-0.005,0.2705,0.0384
Simon_Kalteis_V19-18;#285;Ebene D - 2021-01-29 13.11.15.ndpi,PathCellObject,,PathAnnotationObject,Polygon,2038.1,2066.9,0.8448,8.8759,10.8072,0.955,1,3.5942,3.2192,140.325,42.1366,0.9932,1,13.5923,13.1949,0.0633,0.2586,0.2456,0.0252,0.5733,0.1119,0.0778,0.0426,-0.0316,0.5132,0.1002,0.0779,0.0429,-0.0042,0.5125,0.1032,0.0894,0.0477,-0.0316,0.5733,0.1102,0.14,0.1355,0.0366,0.2989,0.0499,0.0891,0.0761,0,0.3103,0.0597,0.0885,0.0813,0,0.2982,0.0597,0.0924,0.0789,0,0.3103,0.0604
